datetime,final_score,wealth,pct_starved,population,bushels,acres,last_turn,total_deaths,total_harvested,total_rats_eaten,total_starved,total_infants,total_lost_to_plague,total_land_purchases,total_land_sales
2024-03-09 18:44:46.632697,3,42.096774193548384,3,31,14,1305,11,28,33,211,27,116,153,393,88
2024-03-09 18:46:45.036031,3,29.727272727272727,3,44,23,1308,11,25,36,213,24,133,160,369,61
2024-03-09 18:48:43.129754,3,31.818181818181817,3,44,14,1400,11,32,36,247,31,110,130,470,70
2024-03-09 18:50:43.445440,3,15.32876712328767,3,73,6,1119,11,21,29,236,20,149,151,260,141
2024-03-09 18:52:38.023151,3,20.756410256410255,3,78,18,1619,11,37,36,225,36,84,65,725,106
2024-03-09 18:54:38.504993,3,10.908163265306122,3,98,0,1069,11,32,28,237,31,90,56,271,202
2024-03-09 18:56:35.364053,3,11.235294117647058,3,102,16,1146,11,31,33,236,30,91,54,304,158
2024-03-09 18:58:30.388602,3,10.265625,3,128,17,1314,11,40,36,221,39,72,0,468,154
2024-03-09 19:00:27.434638,2,9.19083969465649,3,131,1,1204,11,40,34,224,39,75,0,334,130
2024-03-09 19:02:26.500686,3,18.366666666666667,3,60,1,1102,11,38,29,204,37,62,60,218,116
2024-03-09 19:04:22.916890,3,11.45945945945946,3,111,20,1272,11,35,32,233,34,105,55,354,82
2024-03-09 19:06:19.702685,3,22.36,3,50,16,1118,11,27,30,235,26,109,128,244,126
2024-03-09 19:08:18.064232,3,17.640625,3,64,14,1129,11,24,29,200,23,109,117,252,123
2024-03-09 19:10:12.542304,3,20.016129032258064,3,62,1,1241,11,38,32,220,37,66,62,334,93
2024-03-09 19:12:08.886793,3,14.617977528089888,3,89,15,1301,11,27,34,234,26,113,93,368,67
2024-03-09 19:14:03.326231,3,11.146788990825687,3,109,11,1215,11,35,33,225,34,100,52,301,86
2024-03-09 19:16:01.895182,3,29.555555555555557,3,36,21,1064,11,36,27,250,35,73,97,261,197
2024-03-09 19:18:02.819277,2,9.91304347826087,3,92,9,912,11,31,26,240,30,81,54,143,231
2024-03-09 19:19:55.504860,3,13.021505376344086,3,93,13,1211,11,29,33,225,28,120,94,286,75
2024-03-09 19:21:53.405171,3,16.923076923076923,3,65,13,1100,11,22,27,212,21,152,161,188,88
2024-03-09 19:23:54.321151,3,16.87272727272727,3,55,8,928,11,39,30,216,38,53,55,224,296
2024-03-09 19:25:54.422904,3,23.339285714285715,3,56,20,1307,11,32,31,255,31,98,106,495,188
2024-03-09 19:27:53.540492,2,9.733333333333333,3,120,7,1168,11,39,31,237,38,63,0,365,197
2024-03-09 19:29:49.509176,3,18.702380952380953,3,84,1,1571,11,29,41,220,28,198,181,609,38
2024-03-09 19:31:45.835597,3,19.414285714285715,3,70,19,1359,11,28,34,229,27,175,173,486,127
2024-03-09 19:33:37.809377,3,13.504587155963304,3,109,15,1472,11,33,41,233,32,148,102,515,43
2024-03-09 19:35:36.575991,3,13.063291139240507,3,79,6,1032,11,24,29,223,23,113,106,135,103
2024-03-09 19:37:29.099551,3,39.51162790697674,3,43,10,1699,11,36,43,219,35,84,101,721,22
2024-03-09 19:39:25.634319,3,26.108695652173914,3,46,6,1201,11,36,32,224,35,90,104,305,104
2024-03-09 19:41:19.888920,3,16.32894736842105,3,76,3,1241,11,24,35,238,23,136,132,261,20
2024-03-09 19:43:24.947462,0,6.972477064220183,3,109,4,760,11,36,23,257,35,49,0,93,333
2024-03-09 19:45:25.542899,3,30.634146341463413,3,41,13,1256,11,34,33,227,33,77,98,404,148
2024-03-09 19:47:18.486702,3,12.278688524590164,3,122,10,1498,11,41,38,225,40,67,0,535,37
2024-03-09 19:49:12.399176,3,14.55,3,100,12,1455,11,30,43,214,29,144,110,462,7
2024-03-09 19:51:07.196083,3,12.095744680851064,3,94,14,1137,11,31,31,228,30,80,51,283,146
2024-03-09 19:52:59.577379,3,33.77777777777778,3,45,10,1520,11,37,38,240,36,89,103,539,19
2024-03-09 19:54:54.611250,3,11.47107438016529,3,121,7,1388,11,39,36,241,38,64,0,535,147
2024-03-09 19:56:49.066616,3,14.789473684210526,3,95,10,1405,11,35,36,234,34,91,57,511,106
2024-03-09 19:58:45.640941,3,16.51764705882353,3,85,0,1404,11,35,33,227,34,81,57,540,136
2024-03-09 20:00:43.859064,3,43.516129032258064,3,31,9,1349,11,37,34,230,36,101,129,462,113
2024-03-09 20:02:41.934375,3,24.12280701754386,3,57,11,1375,11,32,37,223,31,102,109,497,122
2024-03-09 20:04:36.939646,2,9.91851851851852,3,135,12,1339,11,40,36,222,39,79,0,455,116
2024-03-09 20:06:35.423270,3,21.677966101694917,3,59,0,1279,11,32,34,248,31,99,104,369,90
2024-03-09 20:08:31.298023,3,18.23076923076923,3,65,0,1185,11,23,32,227,22,149,157,298,113
2024-03-09 20:10:22.248257,3,12.308270676691729,3,133,16,1637,11,43,41,238,42,80,0,669,32
2024-03-09 20:12:14.658287,3,15.951456310679612,3,103,14,1643,11,35,43,241,34,103,61,702,59
2024-03-09 20:14:05.084797,3,18.49411764705882,3,85,14,1572,11,37,39,227,36,84,58,572,0
2024-03-09 20:16:06.074779,3,14.985714285714286,3,70,1,1049,11,31,32,243,30,99,94,316,267
2024-03-09 20:18:02.659272,3,16.728395061728396,3,81,14,1355,11,36,33,233,35,75,54,479,124
2024-03-09 20:19:59.004314,3,22.122448979591837,3,49,10,1084,11,25,29,250,24,109,131,216,132
2024-03-09 20:21:55.941102,3,19.05,3,60,12,1143,11,40,31,228,39,65,61,391,248
2024-03-09 20:23:54.283781,3,14.948051948051948,3,77,9,1151,11,25,31,203,24,152,146,238,87
2024-03-09 20:25:49.050847,3,13.182926829268293,3,82,17,1081,11,31,32,219,30,70,53,228,147
2024-03-09 20:27:41.780590,3,27.57777777777778,3,45,6,1241,11,31,34,209,30,79,99,314,73
2024-03-09 20:29:38.169735,3,18.103896103896105,3,77,20,1394,11,26,39,239,25,124,117,501,107
2024-03-09 20:31:36.614985,3,21.982456140350877,3,57,7,1253,11,31,32,202,30,97,105,374,121
2024-03-09 20:33:27.518078,3,11.48936170212766,3,141,5,1620,11,42,38,239,41,87,0,682,62
2024-03-09 20:35:29.650846,3,15.31081081081081,3,74,20,1133,11,31,28,229,30,120,111,259,126
2024-03-09 20:37:28.669709,2,9.033898305084746,3,118,3,1066,11,40,32,204,39,62,0,288,222
2024-03-09 20:39:25.441096,3,17.37313432835821,3,67,8,1164,11,28,32,221,27,98,99,309,145
2024-03-09 20:41:19.909426,3,13.598039215686274,3,102,15,1387,11,34,36,236,33,94,54,451,64
2024-03-09 20:43:14.363752,3,16.03488372093023,3,86,11,1379,11,34,36,232,33,82,58,425,46
2024-03-09 20:45:05.292341,3,24.8,3,60,7,1488,11,40,36,245,39,64,60,539,51
2024-03-09 20:46:58.356828,3,12.413533834586467,3,133,8,1651,11,41,38,217,40,78,0,754,103
2024-03-09 20:48:51.094319,3,15.018518518518519,3,108,0,1622,11,29,40,226,28,90,49,646,24
2024-03-09 20:50:51.509860,3,16.0,3,82,6,1312,11,24,34,236,23,131,121,383,71
2024-03-09 20:52:49.970810,3,33.8421052631579,3,38,13,1286,11,29,37,260,28,104,133,387,101
2024-03-09 20:54:46.644705,3,10.42056074766355,3,107,8,1115,11,34,32,217,33,102,57,296,181
2024-03-09 20:56:43.595314,2,9.375,3,128,0,1200,11,41,31,246,40,73,0,472,272
2024-03-09 20:58:42.080754,3,19.109375,3,64,16,1223,11,32,32,212,31,102,102,412,189
2024-03-09 21:00:37.572625,3,24.085106382978722,3,47,16,1132,11,20,26,233,19,129,158,254,122
2024-03-09 21:02:33.439673,3,15.36046511627907,3,86,12,1321,11,29,37,219,28,116,97,358,37
2024-03-09 21:04:29.785356,3,12.108910891089108,3,101,17,1223,11,24,33,223,23,159,130,320,97
2024-03-09 21:06:26.287942,3,16.895522388059703,3,67,25,1132,11,35,29,238,34,99,93,217,85
2024-03-09 21:08:21.338529,3,11.620967741935484,3,124,2,1441,11,40,37,214,39,68,0,559,118
2024-03-09 21:10:17.591629,3,13.166666666666666,3,96,12,1264,11,25,38,225,24,140,115,328,64
2024-03-09 21:12:16.379838,3,12.30379746835443,3,79,12,972,11,26,28,229,25,85,76,111,139
2024-03-09 21:14:08.726950,3,13.785714285714286,3,112,7,1544,11,31,37,227,30,104,57,604,60
2024-03-09 21:16:05.168625,3,13.738317757009346,3,107,10,1470,11,34,39,216,33,99,54,515,45
2024-03-09 21:18:01.610369,3,14.378947368421052,3,95,12,1366,11,32,38,219,31,87,56,448,82
2024-03-09 21:19:58.544679,3,20.126984126984127,3,63,3,1268,11,39,32,222,38,69,63,360,92
2024-03-09 21:21:56.445526,3,21.183333333333334,3,60,14,1271,11,24,32,227,23,144,156,366,95
2024-03-09 21:23:57.366817,3,14.152777777777779,3,72,7,1019,11,30,24,227,29,108,102,196,177
2024-03-09 21:25:53.713852,3,37.22222222222222,3,36,11,1340,11,25,34,218,24,86,121,406,66
2024-03-09 21:27:46.401648,3,23.25862068965517,3,58,10,1349,11,28,36,222,27,82,92,448,99
2024-03-09 21:29:44.969135,3,34.78378378378378,3,37,15,1287,11,34,30,241,33,73,98,451,164
2024-03-09 21:31:41.382370,3,11.267241379310345,3,116,0,1307,11,32,37,240,31,102,50,418,111
2024-03-09 21:33:43.871007,3,14.586666666666666,3,75,0,1094,11,22,29,227,21,162,161,219,125
2024-03-09 21:35:39.935938,3,24.046153846153846,3,65,16,1563,11,34,39,262,33,112,109,645,82
2024-03-09 21:37:34.244697,3,30.76086956521739,3,46,2,1415,11,26,39,245,25,112,136,428,13
2024-03-09 21:39:27.007714,3,38.32432432432432,3,37,6,1418,11,32,39,250,31,113,140,512,94
2024-03-09 21:41:25.648295,3,13.382352941176471,3,102,6,1365,11,35,32,217,34,96,55,561,196
2024-03-09 21:43:24.155994,3,13.465909090909092,3,88,14,1185,11,32,33,245,31,82,58,288,103
2024-03-09 21:45:23.163982,2,9.777777777777779,3,117,19,1144,11,40,31,224,39,61,0,349,205
2024-03-09 21:47:19.154284,3,20.554054054054053,3,74,2,1521,11,28,40,227,27,149,143,569,48
2024-03-09 21:49:15.535500,3,14.407407407407407,3,81,3,1167,11,28,35,226,27,98,85,262,95
2024-03-09 21:51:09.534575,3,34.08888888888889,3,45,6,1534,11,34,37,238,33,83,100,590,56
2024-03-09 21:53:03.451131,3,14.303370786516854,3,89,15,1273,11,28,35,229,27,115,94,361,88
2024-03-09 21:55:01.943677,3,18.014492753623188,3,69,19,1243,11,31,32,239,30,97,93,334,91
2024-03-09 21:57:02.477813,3,15.8125,3,80,5,1265,11,34,32,218,33,119,101,399,134
2024-03-09 21:58:56.383080,3,43.275862068965516,3,29,15,1255,11,27,31,208,26,120,160,362,107
2024-03-09 22:00:54.876942,3,30.473684210526315,3,38,8,1158,11,32,30,228,31,69,95,305,147
2024-03-09 22:02:49.623272,3,15.506849315068493,3,73,17,1132,11,31,32,249,30,111,103,269,137
2024-03-09 22:04:52.611514,0,6.439024390243903,3,123,4,792,11,40,25,207,39,67,0,111,319
2024-03-09 22:06:47.008864,3,18.3943661971831,3,71,13,1306,11,31,33,220,30,98,92,403,97
2024-03-09 22:08:45.500870,3,31.705882352941178,3,34,3,1078,11,35,30,234,34,52,79,311,233
2024-03-09 22:10:41.953080,3,13.74468085106383,3,94,12,1292,11,31,35,217,30,84,55,451,159
2024-03-09 22:12:34.897007,3,11.661538461538461,3,130,10,1516,11,38,39,221,37,72,0,595,79
2024-03-09 22:14:33.281718,3,21.88235294117647,3,51,4,1116,11,29,30,230,28,89,105,202,86
2024-03-09 22:16:25.131748,3,32.0,3,43,0,1376,11,27,40,227,26,180,206,387,11
2024-03-09 22:18:23.558391,3,13.01063829787234,3,94,14,1223,11,28,35,230,27,76,50,296,73
2024-03-09 22:20:19.610886,3,44.225806451612904,3,31,5,1371,11,34,36,254,33,120,151,512,141
2024-03-09 22:22:18.065608,3,18.70967741935484,3,62,1,1160,11,31,30,225,30,96,99,288,128
2024-03-09 22:24:13.438846,3,50.52173913043478,3,23,4,1162,11,18,31,209,17,163,218,247,85
2024-03-09 22:26:09.376423,3,16.88888888888889,3,72,11,1216,11,29,34,248,28,110,105,296,80
2024-03-09 22:28:07.839410,3,31.181818181818183,3,44,3,1372,11,29,31,239,28,96,119,458,86
2024-03-09 22:30:06.348854,3,43.07142857142857,3,28,5,1206,11,34,33,243,33,89,123,320,114
2024-03-09 22:32:02.769378,3,32.87179487179487,3,39,0,1282,11,33,31,253,32,110,134,366,84
2024-03-09 22:34:05.210039,3,12.756410256410257,3,78,26,995,11,23,26,238,22,128,123,176,181
2024-03-09 22:36:01.716275,3,15.62962962962963,3,81,8,1266,11,33,32,229,32,76,58,359,93
2024-03-09 22:37:52.096807,3,19.390243902439025,3,82,4,1590,11,33,42,205,32,74,55,590,0
2024-03-09 22:39:51.243534,3,17.25,3,68,9,1173,11,41,31,215,40,81,68,417,244
2024-03-09 22:41:50.036642,3,17.678571428571427,3,56,17,990,11,26,28,229,25,101,115,173,183
2024-03-09 22:43:45.913033,3,15.233766233766234,3,77,19,1173,11,19,32,249,18,130,130,268,95
2024-03-09 22:45:40.030130,3,36.0,3,44,0,1584,11,34,38,253,33,78,96,673,89
2024-03-09 22:47:35.050982,3,10.586466165413533,3,133,16,1408,11,40,35,222,39,77,0,640,232
2024-03-09 22:49:31.422855,3,35.69444444444444,3,36,19,1285,11,26,36,213,25,151,185,362,77
2024-03-09 22:51:25.801193,3,16.426829268292682,3,82,12,1347,11,28,39,219,27,108,94,368,21
2024-03-09 22:53:24.151823,3,22.108695652173914,3,46,13,1017,11,27,28,214,26,73,96,142,125
2024-03-09 22:55:16.140847,3,16.792079207920793,3,101,8,1696,11,29,47,221,28,163,129,758,62
2024-03-09 22:57:08.389455,3,21.45614035087719,3,57,8,1223,11,29,31,232,28,84,94,285,62
2024-03-09 22:59:04.706192,3,16.423076923076923,3,78,1,1281,11,26,34,233,25,147,139,350,69
2024-03-09 23:01:01.058249,3,17.41891891891892,3,74,20,1289,11,26,34,219,25,120,116,339,50
2024-03-09 23:02:54.021751,3,25.058823529411764,3,68,4,1704,11,40,40,229,39,81,69,753,49
2024-03-09 23:04:48.779556,3,26.512820512820515,3,39,5,1034,11,30,27,219,29,114,141,145,111
2024-03-09 23:06:47.672426,3,21.150943396226417,3,53,18,1121,11,27,28,229,26,71,87,308,187
2024-03-09 23:08:46.607427,3,16.482142857142858,3,56,3,923,11,40,27,216,39,56,56,199,276
2024-03-09 23:10:40.481990,3,14.102272727272727,3,88,11,1241,11,29,36,265,28,152,131,300,59
2024-03-09 23:12:38.566528,3,19.704918032786885,3,61,11,1202,11,32,31,210,31,96,99,344,142
2024-03-09 23:14:36.968564,3,19.96551724137931,3,58,21,1158,11,25,28,214,24,115,128,288,130
2024-03-09 23:16:33.832454,3,13.56043956043956,3,91,4,1234,11,29,33,256,28,74,50,400,166
2024-03-09 23:18:26.235574,3,14.055045871559633,3,109,5,1532,11,34,42,219,33,106,59,559,27
2024-03-09 23:20:20.625710,3,12.58252427184466,3,103,5,1296,11,30,37,235,29,88,51,367,71
2024-03-09 23:22:16.428556,3,36.5,3,32,1,1168,11,22,34,234,21,141,183,205,37
2024-03-09 23:24:12.888123,3,12.610526315789473,3,95,12,1198,11,31,35,246,30,116,86,323,125
2024-03-09 23:26:14.990273,3,18.2,3,60,7,1092,11,31,26,223,30,102,107,275,183
2024-03-09 23:28:11.775849,3,20.50943396226415,3,53,19,1087,11,26,28,232,25,113,130,213,126
2024-03-09 23:30:06.791579,3,11.3203125,3,128,10,1449,11,39,35,231,38,71,0,595,146
2024-03-09 23:32:01.686119,3,11.55045871559633,3,109,15,1259,11,39,33,213,38,52,0,438,179
2024-03-09 23:33:58.274832,3,16.46153846153846,3,91,20,1498,11,36,38,253,35,95,64,557,59
2024-03-09 23:35:59.138969,3,20.50943396226415,3,53,9,1087,11,25,27,213,24,97,115,258,171
2024-03-09 23:37:55.654198,3,17.957142857142856,3,70,7,1257,11,37,32,218,36,72,61,434,177
2024-03-09 23:39:54.062355,3,10.138613861386139,3,101,4,1024,11,30,26,215,29,85,50,176,152
2024-03-09 23:41:49.082411,3,12.0625,3,112,12,1351,11,40,36,237,39,56,0,490,139
2024-03-09 23:43:45.569225,3,17.194805194805195,3,77,0,1324,11,31,34,239,30,121,109,408,84
2024-03-09 23:45:40.043454,3,26.78181818181818,3,55,8,1473,11,35,36,220,34,106,112,595,122
2024-03-09 23:47:34.381702,3,42.65625,3,32,0,1365,11,30,36,221,29,128,162,430,65
2024-03-09 23:49:30.468526,3,24.05,3,60,6,1443,11,35,34,215,34,104,105,539,96
2024-03-09 23:51:22.259327,3,18.732394366197184,3,71,7,1330,11,28,35,223,27,171,168,344,14
2024-03-09 23:53:17.017365,3,11.868686868686869,3,99,0,1175,11,28,33,217,27,81,50,366,191
2024-03-09 23:55:13.884758,3,14.753424657534246,3,73,4,1077,11,32,31,221,31,108,99,282,205
